id	style	word
PWN:dragon.n.01		drako
PWN:drain.n.03		drenilo
PWN:dream.n.01		sonĝo
PWN:dress.n.01		robo
PWN:drill.n.01		borilo
PWN:drink.v.01		trinki
PWN:drive.v.01		peli
PWN:drown.v.03		droni
PWN:duck.n.01		anaso
PWN:each.s.01		ĉiu
PWN:ear.n.01		orelo
PWN:early.r.03		frua, frue, antaŭmatura
PWN:earthquake.n.01		tertremo
PWN:east.n.01		oriento
PWN:eat.v.01		manĝi
PWN:eclipse.n.01		eklipso
PWN:egg.n.01		ovo
PWN:eight.s.01		ok
PWN:elbow.n.01		kubuto
PWN:elect.v.01		elekti
PWN:electricity.n.01		elektro
PWN:elementary.s.01		facila
PWN:elephant.n.01		elefanto
PWN:elevator.n.01		lifto
PWN:elm.n.01		ulmo
PWN:embarrassment.n.01		embaraso
PWN:empty.a.01		malplena
PWN:endowment.n.01		talento
PWN:enemy.n.02		malamiko
PWN:energy.n.01		energio
PWN:enough.r.01		sufiĉe
PWN:enter.v.01		eniri, enveni
PWN:enthusiasm.n.01		entuziasmo
PWN:envelope.n.01		kuverto
PWN:estimate.v.01		konjekti, diveni
PWN:ethnic_group.n.01		popolo, gento, etnaro
PWN:evening.n.01		vespero
PWN:evil.a.01		malbon(eg)a
PWN:exchange.v.01		interŝanĝi
PWN:exercise.n.03		ekzerc(ad)o
PWN:exist.v.01		ekzisti
PWN:exit.v.01		foriri, lasi, forlasi
PWN:extend.v.04		proponi
PWN:exuberate.v.01		festi, celebri
PWN:eye.n.01		okulo
PWN:fabric.n.01		tolo
PWN:face.n.01		vizaĝo
PWN:factory.n.01		fabriko
PWN:fail.v.01		malsukcesi
PWN:fairy.n.01		feo
PWN:fall.n.01		aŭtuno
PWN:family.n.02		familio
PWN:fan.n.01		ventumilo
PWN:farm.n.01		farmo
PWN:fat.s.05		fekunda
PWN:father.n.01		patro
PWN:faulty.s.02		malĝusta, erara
PWN:fear.n.01		timi
PWN:feather.n.01		plumo
PWN:february.n.01		februaro
PWN:fecal_matter.n.01		fekaĵo
PWN:feel.v.03		sensi
PWN:feel.v.09		senti
PWN:female.s.03		virina, ina
PWN:female_child.n.01		knabino
PWN:fence.n.01		barilo
PWN:fetus.n.01		feto
PWN:fever.n.01		febro
PWN:field.n.01		kampo
PWN:fig.n.02		figo
PWN:file.n.04		fajlo
PWN:finger.n.01		fingro
PWN:fire.n.01		fajro
PWN:fireplace.n.01		kameno
PWN:fish.n.01		fiŝo
PWN:fist.n.01		pugno
PWN:five.s.01		kvin
PWN:flag.n.01		flago
PWN:flax.n.02		lino
PWN:flesh.n.01		karno
