id	style	word	transcription	etymology
Clothing:skirt.N		pā`ū		
Clothing:spin.V		hilo		
Clothing:spindle.N		kālī		
Clothing:stocking.N		kākini		eng:stocking
Clothing:tailor.N		kela		eng:tailor
Clothing:thread.N		lopi		eng:rope
Clothing:towel.N		kāwele		eng:towel
Clothing:trousers.N		lole wāwae		
Clothing:veil.N		uhi (1)		
Clothing:weave.V		ulana		
Cognition:same.A		like		
Cognition:study.V		ho`opa`a ha`awina		
Cognition:true.A		`oia`i`o		
Cognition:wake up.V		ala (1)		
Combat.warship.N		manuā		eng:man-of-war
Combat:bomb.N		pōkā pahū		
Combat:fight.V		hakakā		
Combat:helmet.N		mahiole		
Communication:answer.V		pane		
Communication:boast.V		kaena		
Communication:book.N		liwele		fra:livre
Communication:book.N		puke		eng:book
Communication:call.V		kāhea		
Communication:chat.V		keaka		eng:chat
Communication:deny.V		hō`ole		
Communication:forbid.V		pāpā		
Communication:forgive.V		kala (2)		
Communication:goodbye.V		kupae		eng:goodbye!
Communication:hieroglyph.N		lalinoka		:rahleenos
Communication:kiss.V		honi		
Communication:language.N		`ōlelo		
Communication:letter.N		leka		eng:letter
Communication:lie.V		ho`opunipuni		
Communication:mail.N		leka		eng:letter
Communication:newspaper.N		nūpepa		eng:newspaper
Communication:postage stamp.N		po`oleka		
Communication:postcard.N		kāleka po`oleka		
Communication:praise.N		paipai		
Communication:radio.N		lekiō		eng:radio
Communication:refuse.V		hō`ole		
Communication:spell.V		pela		eng:spell
Communication:telephone.N		kelepona		eng:telephone
Communication:television set.N		kīwī		eng:TV
Communication:tell.V		ha`i		
Cosmos:Sun.N		lā (1)		
Cosmos:moon.N		mahina		
Cosmos:star.N		hōkū		
Degree:more.ADV		`oi aku		
Element:Ag.N		kālā ke`oke`o		
Element:Au.N		kula (2)		eng:gold
Element:Cu.N		keleawe		
Element:Fe.N		hao		
Element:Pb.N		kēpau		
Emotion:anger.N		huhū		
Emotion:anxiety.N		hopohopo		
Emotion:blame.N		`āhewa		
Emotion:courageous.A		wiwo `ole		
Emotion:cry.V		uē		
Emotion:dare.V		hō`a`ano		
Emotion:envy.N		lili		
Emotion:fear.N		maka`u		
Emotion:feel.V		pā (3)		
Emotion:grief.N		kaumaha		
Emotion:happy.A		hau`oli		
Emotion:hate.V		mana`o `ino		
Emotion:hope.V		mana`olana		
Emotion:love.V		aloha		
Emotion:shame.N		hilahila		
